"","CID_id","mol_id","action_id"
"846",745,1683,2
"847",949,1383,2
"848",125,1387,2
"849",649,1278,2
"850",873,1260,2
"851",676,1341,2
"852",675,1430,2
"853",702,1278,2
"854",254,1260,2
"855",726,1532,2
"856",652,1385,2
"857",649,1349,2
"858",842,1385,2
"859",413,1350,2
"860",1218,1336,2
"861",161,1260,2
"862",935,1350,2
"863",419,1260,2
"864",1118,1663,2
"865",126,1278,2
"866",1138,1349,2
"867",616,1807,2
"868",232,1414,2
"869",818,1259,2
"870",432,1321,2
"871",228,1260,2
"872",204,1260,2
"873",293,1291,2
"874",196,1561,2
"875",381,1260,2
"876",369,1260,2
"877",932,1447,2
"878",370,1285,2
"879",1122,1260,2
"880",838,1384,2
"881",374,1249,2
"882",431,1440,2
"883",39,1278,2
"884",21,1291,2
"885",277,1278,2
"886",954,1532,2
"887",143,1346,2
"888",256,1557,2
"889",484,1336,2
"890",1166,1440,2
"891",144,1506,2
"892",1096,1238,2
"893",1048,1384,2
"894",143,1259,2
"895",552,1257,2
"896",652,1260,2
"897",1075,1259,2
"898",1208,1321,2
"899",1039,1260,2
"900",510,1396,2
"901",774,1291,2
"902",144,1504,2
"903",140,1495,2
"904",716,1259,2
"905",1167,1259,2
"906",501,1349,2
"907",694,1265,2
"908",709,1304,2
"909",935,1386,2
"910",63,1349,2
"911",1176,1266,2
"912",711,1259,2
"913",791,1351,2
"914",1208,1260,2
"915",1056,1384,2
"916",1197,1270,2
"917",774,1345,2
"918",125,1350,2
"919",1111,1523,2
"920",716,1349,2
"921",921,1336,2
"922",418,1260,2
"923",506,1260,2
"924",710,1337,2
"925",621,1384,2
"926",690,1389,2
"927",1210,1974,2
"928",62,1385,2
"929",1218,1343,2
"930",982,1433,2
"931",841,1384,2
"932",710,1260,2
"933",164,1532,2
"934",1095,1337,2
"935",406,1681,2
"936",306,1337,2
"937",15,1278,2
"938",844,1386,2
"939",843,1386,2
"940",1050,1589,2
"941",21,1278,2
"942",805,1384,2
"943",921,1385,2
"944",1167,1260,2
"945",993,1260,2
"946",1088,1399,2
"947",710,1350,2
"948",643,1399,2
"949",1080,1399,2
"950",201,1393,2
"951",277,1291,2
"952",125,1390,2
"953",140,1305,2
"954",649,1350,2
"955",814,1291,2
"956",251,1349,2
"957",464,1396,2
"958",652,1337,2
"959",676,1336,2
"960",969,1260,2
"961",652,1350,2
"962",921,1351,2
"963",143,1343,2
"964",1218,1349,2
"965",954,1531,2
"966",716,1346,2
"967",124,1390,2
"968",61,1346,2
"969",410,1704,2
"970",1102,1335,2
"971",1138,1343,2
"972",144,1505,2
"973",1181,1396,2
"974",659,1260,2
"975",1098,1337,2
"976",484,1337,2
"977",771,1721,2
"978",1136,1335,2
"979",285,1414,2
"980",946,1396,2
"981",791,1350,2
"982",716,1385,2
"983",418,1321,2
"984",62,1285,2
"985",652,1285,2
"986",890,1385,2
"987",1179,1360,2
"988",770,1247,2
"989",6,1239,2
"990",338,1239,2
"991",521,1239,2
"992",175,1399,2
"993",935,1291,2
"994",797,1305,2
"995",25,1305,2
"996",128,1393,2
"997",1176,1276,2
"998",689,1390,2
"999",332,1260,2
"1000",1059,1929,2
"1001",239,1249,2
"1002",223,1426,2
"1003",419,1249,2
"1004",796,1869,2
"1005",304,1532,2
"1006",1197,1265,2
"1007",350,1336,2
"1008",983,1841,2
"1009",251,1278,2
"1010",238,1574,2
"1011",1138,1739,2
"1012",211,1261,2
"1013",125,1346,2
"1014",733,1350,2
"1015",1081,1321,2
"1016",239,1256,2
"1017",673,1663,2
"1018",304,1475,2
"1019",325,1385,2
"1020",767,1721,2
"1021",41,1260,2
"1022",1124,1287,2
"1023",345,1349,2
"1024",1110,1524,2
"1025",322,1305,2
"1026",25,1304,2
"1027",181,1546,2
"1028",155,1321,2
"1029",1044,1901,2
"1030",850,1748,2
"1031",692,1278,2
"1032",61,1321,2
"1033",710,1386,2
"1034",1096,1350,2
"1035",652,1393,2
"1036",322,1304,2
"1037",681,1291,2
"1038",501,1259,2
"1039",337,1396,2
"1040",402,1389,2
"1041",903,1777,2
"1042",221,1291,2
"1043",613,1250,2
"1044",488,1250,2
"1045",890,1389,2
"1046",987,1792,2
"1047",791,1388,2
"1048",84,1421,2
"1049",942,1341,2
"1050",568,1668,2
"1051",869,1399,2
"1052",327,1433,2
"1053",1131,1386,2
"1054",808,1440,2
"1055",251,1260,2
"1056",143,1342,2
"1057",1081,1260,2
"1058",63,1350,2
"1059",613,1256,2
"1060",832,1386,2
"1061",791,1260,2
"1062",935,1388,2
"1063",230,1399,2
"1064",1098,1351,2
"1065",1176,1267,2
"1066",254,1347,2
"1067",304,1624,2
"1068",375,1342,2
"1069",375,1388,2
"1070",791,1259,2
"1071",240,1259,2
"1072",709,1633,2
"1073",1110,1450,2
"1074",1017,1871,2
"1075",844,1387,2
"1076",61,1285,2
"1077",239,1250,2
"1078",468,1390,2
"1079",289,1337,2
"1080",1100,1335,2
"1081",1113,1450,2
"1082",118,1259,2
"1083",198,1431,2
"1084",1177,1614,2
"1085",673,1664,2
"1086",726,1531,2
"1087",432,1259,2
"1088",1013,1353,2
"1089",873,1259,2
"1090",1218,1346,2
"1091",201,1348,2
"1092",432,1393,2
"1093",369,1259,2
"1094",125,1347,2
"1095",512,1288,2
"1096",954,1530,2
"1097",204,1259,2
"1098",924,1361,2
"1099",151,1259,2
"1100",710,1348,2
"1101",686,1836,2
"1102",495,1385,2
"1103",935,1414,2
"1104",568,1670,2
"1105",791,1349,2
"1106",652,1414,2
"1107",177,1259,2
"1108",1176,1262,2
"1109",1023,1807,2
"1110",501,1392,2
"1111",771,1247,2
"1112",158,1259,2
"1113",82,1239,2
"1114",726,1848,2
"1115",1096,1351,2
"1116",362,1656,2
"1117",149,1291,2
"1118",675,1431,2
"1119",406,1680,2
"1120",665,1254,2
"1121",794,1321,2
"1122",1193,1369,2
"1123",592,1386,2
"1124",1048,1336,2
"1125",251,1337,2
"1126",598,1341,2
"1127",273,1249,2
"1128",762,1249,2
"1129",1031,1529,2
"1130",198,1432,2
"1131",935,1384,2
"1132",652,1384,2
"1133",733,1384,2
"1134",1197,1273,2
"1135",136,1386,2
"1136",882,1532,2
"1137",716,1386,2
"1138",894,1386,2
"1139",61,1384,2
"1140",1131,1349,2
"1141",676,1260,2
"1142",274,1341,2
"1143",1138,1344,2
"1144",337,1398,2
"1145",947,1589,2
"1146",710,1384,2
"1147",1113,1412,2
"1148",125,1386,2
"1149",414,1260,2
"1150",429,1384,2
"1151",39,1291,2
"1152",1110,1412,2
"1153",596,1384,2
"1154",504,1260,2
"1155",307,1384,2
"1156",993,1259,2
"1157",406,1684,2
"1158",300,1291,2
"1159",501,1393,2
"1160",125,1336,2
"1161",128,1321,2
"1162",306,1260,2
"1163",1018,1345,2
"1164",125,1260,2
"1165",592,1384,2
"1166",859,1894,2
"1167",1169,1380,2
"1168",706,1844,2
"1169",254,1350,2
"1170",842,1384,2
"1171",982,1435,2
"1172",143,1285,2
"1173",675,1435,2
"1174",1197,1268,2
"1175",170,1285,2
"1176",786,1399,2
"1177",716,1342,2
"1178",429,1336,2
"1179",843,1385,2
"1180",649,1336,2
"1181",240,1260,2
"1182",74,1291,2
"1183",791,1285,2
"1184",185,1259,2
"1185",1098,1350,2
"1186",354,1336,2
"1187",1138,1342,2
"1188",200,1336,2
"1189",733,1389,2
"1190",132,1336,2
"1191",1140,1954,2
"1192",876,1350,2
"1193",413,1351,2
"1194",128,1260,2
"1195",402,1260,2
"1196",143,1391,2
"1197",1122,1259,2
"1198",674,1341,2
"1199",160,1384,2
"1200",1152,1341,2
"1201",427,1450,2
"1202",254,1336,2
"1203",1113,1523,2
"1204",673,1664,2
"1205",649,1291,2
"1206",1096,1285,2
"1207",254,1285,2
"1208",657,1260,2
"1209",306,1259,2
"1210",710,1285,2
"1211",158,1260,2
"1212",1218,1350,2
"1213",716,1350,2
"1214",143,1260,2
"1215",19,1260,2
"1216",381,1259,2
"1217",1164,1283,2
"1218",341,1502,2
"1219",918,1350,2
"1220",642,1292,2
"1221",175,1540,2
"1222",175,1539,2
"1223",143,1385,2
"1224",1116,1549,2
"1225",1069,1922,2
"1226",770,1721,2
"1227",1192,1889,2
"1228",570,1239,2
"1229",254,1349,2
"1230",681,1278,2
"1231",410,1703,2
"1232",1082,1413,2
"1233",74,1278,2
"1234",326,1249,2
"1235",769,1239,2
"1236",496,1350,2
"1237",1208,1336,2
"1238",881,1898,2
"1239",791,1386,2
"1240",375,1349,2
"1241",402,1259,2
"1242",61,1349,2
"1243",445,1386,2
"1244",763,1249,2
"1245",80,1416,2
"1246",675,1432,2
"1247",307,1386,2
"1248",402,1386,2
"1249",30,1328,2
"1250",841,1386,2
"1251",710,1336,2
"1252",930,1336,2
"1253",774,1278,2
"1254",101,1337,2
"1255",733,1386,2
"1256",763,1321,2
"1257",1218,1739,2
"1258",935,1278,2
"1259",918,1337,2
"1260",710,1341,2
"1261",254,1341,2
"1262",501,1260,2
"1263",716,1391,2
"1264",1045,1527,2
"1265",458,1728,2
"1266",427,1412,2
"1267",1119,1663,2
"1268",254,1386,2
"1269",228,1321,2
"1270",917,1855,2
"1271",84,1304,2
"1272",933,1236,2
"1273",60,1260,2
"1274",699,1278,2
"1275",416,1304,2
"1276",959,1423,2
"1277",341,1646,2
"1278",1095,1336,2
"1279",396,1260,2
"1280",151,1321,2
"1281",694,1261,2
"1282",710,1345,2
"1283",921,1341,2
"1284",148,1390,2
"1285",716,1341,2
"1286",662,1250,2
"1287",716,1389,2
"1288",500,1384,2
"1289",1110,1411,2
"1290",1070,1390,2
"1291",601,1341,2
"1292",943,1388,2
"1293",674,1435,2
"1294",251,1336,2
"1295",400,1672,2
"1296",1176,1269,2
"1297",143,1351,2
"1298",198,1433,2
"1299",1095,1351,2
"1300",415,1285,2
"1301",201,1385,2
"1302",1071,1396,2
"1303",375,1350,2
"1304",935,1351,2
"1305",878,1336,2
"1306",808,1399,2
"1307",913,1311,2
"1308",2,1235,2
"1309",1166,1399,2
"1310",361,1259,2
"1311",1132,1380,2
"1312",921,1347,2
"1313",1181,1235,2
"1314",1181,1399,2
"1315",596,1385,2
"1316",415,1347,2
"1317",1111,1412,2
"1318",152,1390,2
"1319",418,1259,2
"1320",375,1385,2
"1321",251,1350,2
"1322",251,1285,2
"1323",39,1353,2
"1324",987,1355,2
"1325",512,1431,2
"1326",1060,1538,2
"1327",381,1393,2
"1328",576,1393,2
"1329",228,1393,2
"1330",947,1590,2
"1331",151,1393,2
"1332",1197,1262,2
"1333",251,1353,2
"1334",1096,1385,2
"1335",710,1385,2
"1336",118,1393,2
