,CID,mol_id,action,CID_id,mol_id_id,id
645,3784,1698403,inhibitor,69,1248,0
646,2162,1698403,inhibitor,137,1248,0
647,4497,1698403,inhibitor,145,1248,0
648,4499,1698403,inhibitor,149,1248,0
649,5833,1698403,inhibitor,157,1248,0
650,2520,1698403,inhibitor,301,1248,0
651,3333,1698403,inhibitor,525,1248,0
652,4507,1698403,inhibitor,543,1248,0
653,4485,1698403,inhibitor,585,1248,0
654,4494,1698403,inhibitor,881,1248,0
655,5573,1698403,inhibitor,966,1248,0
656,40704,1698403,inhibitor,967,1248,0
657,5284627,12642270,inhibitor,71,1250,0
658,3121,12642270,inhibitor,100,1250,0
659,5734,12642270,inhibitor,447,1250,0
660,4753,12642270,inhibitor,590,1250,0
661,4756,12642270,inhibitor,742,1250,0
662,208898,12642270,inhibitor,797,1250,0
663,40326,12642270,inhibitor,808,1250,0
664,5284627,189053812,inhibitor,71,1252,0
665,5355,189053812,inhibitor,143,1252,0
666,2662,189053812,inhibitor,193,1252,0
667,4100,189053812,inhibitor,323,1252,0
668,5284549,189053812,inhibitor,421,1252,0
669,5734,189053812,inhibitor,447,1252,0
670,3038,189053812,inhibitor,606,1252,0
671,68844,189053812,inhibitor,633,1252,0
672,42008,581194,inhibitor,72,1253,0
673,636405,581194,inhibitor,164,1253,0
674,5481173,581194,inhibitor,169,1253,0
675,33255,581194,inhibitor,698,1253,0
676,43594,581194,inhibitor,699,1253,0
677,441199,581194,inhibitor,700,1253,0
678,6533629,581194,inhibitor,701,1253,0
679,38103,581194,inhibitor,702,1253,0
680,5282242,581194,inhibitor,730,1253,0
681,104838,581194,inhibitor,748,1253,0
682,47499,581194,inhibitor,780,1253,0
683,73303,581194,inhibitor,842,1253,0
684,42008,42468,inhibitor,72,1254,0
685,636405,42468,inhibitor,164,1254,0
686,5481173,42468,inhibitor,169,1254,0
687,33255,42468,inhibitor,698,1254,0
688,43594,42468,inhibitor,699,1254,0
689,441199,42468,inhibitor,700,1254,0
690,6533629,42468,inhibitor,701,1254,0
691,5282242,42468,inhibitor,730,1254,0
692,104838,42468,inhibitor,748,1254,0
693,47499,42468,inhibitor,780,1254,0
694,73303,42468,inhibitor,842,1254,0
695,42008,41218,inhibitor,72,1255,0
696,636405,41218,inhibitor,164,1255,0
697,441199,41218,inhibitor,700,1255,0
698,3114,4530478,inhibitor,77,1257,0
699,2160,4530478,inhibitor,106,1257,0
700,3696,4530478,inhibitor,180,1257,0
701,3114,2935434,inhibitor,77,1258,0
702,2160,2935434,inhibitor,106,1258,0
703,3696,2935434,inhibitor,180,1258,0
704,4674,182399,inhibitor,78,1259,0
705,68740,182399,inhibitor,148,1259,0
706,2088,182399,inhibitor,284,1259,0
707,60852,182399,inhibitor,328,1259,0
708,5245,182399,inhibitor,430,1259,0
709,3446,219920,inhibitor,503,1262,0
710,65833,219920,inhibitor,806,1262,0
711,3446,558749,inhibitor,503,1263,0
712,65833,558749,inhibitor,806,1263,0
713,3446,1899202,inhibitor,503,1264,0
714,65833,1899202,inhibitor,806,1264,0
715,3446,1196449,inhibitor,503,1265,0
716,65833,1196449,inhibitor,806,1265,0
717,3446,2444026,inhibitor,503,1266,0
718,65833,2444026,inhibitor,806,1266,0
719,3446,3025446,inhibitor,503,1267,0
720,65833,3025446,inhibitor,806,1267,0
721,104758,37479,inhibitor,85,1268,0
722,6256,37479,inhibitor,165,1268,0
723,60750,37479,inhibitor,170,1268,0
724,446556,37479,inhibitor,291,1268,0
725,60953,37479,inhibitor,578,1268,0
726,148121,37479,inhibitor,898,1268,0
727,5386,37479,inhibitor,996,1268,0
728,175805,4838145,inhibitor,88,1271,0
729,2474,4838145,inhibitor,89,1271,0
730,3121,4838145,inhibitor,100,1271,0
731,3180,4838145,inhibitor,292,1271,0
732,4633,4838145,inhibitor,435,1271,0
733,92253,4838145,inhibitor,507,1271,0
734,2337,4838145,inhibitor,565,1271,0
735,4601,4838145,inhibitor,623,1271,0
736,4725,59530,inhibitor,91,1273,0
737,3324,59530,inhibitor,161,1273,0
738,3415,59530,inhibitor,222,1273,0
739,60773,59530,inhibitor,254,1273,0
740,2022,59530,inhibitor,375,1273,0
741,3454,59530,inhibitor,509,1273,0
742,5526,387026,inhibitor,94,1275,0
743,564,387026,inhibitor,214,1275,0
744,4497,179806,inhibitor,145,1276,0
745,5833,179806,inhibitor,157,1276,0
746,2520,179806,inhibitor,301,1276,0
747,5573,179806,inhibitor,966,1276,0
748,39186,306473,inhibitor,118,1277,0
749,5833,306473,inhibitor,157,1277,0
750,65866,306473,inhibitor,221,1277,0
751,4507,306473,inhibitor,543,1277,0
752,3396,306473,inhibitor,791,1277,0
753,60753,1086491,inhibitor,97,1278,0
754,441074,1086491,inhibitor,446,1278,0
755,60753,4559312,inhibitor,97,1279,0
756,441074,4559312,inhibitor,446,1279,0
757,60753,11878259,inhibitor,97,1280,0
758,4893,11878259,inhibitor,179,1280,0
759,3157,11878259,inhibitor,263,1280,0
760,5401,11878259,inhibitor,615,1280,0
761,60753,4104136,inhibitor,97,1281,0
762,4893,4104136,inhibitor,179,1281,0
763,3157,4104136,inhibitor,263,1281,0
764,5401,4104136,inhibitor,615,1281,0
765,40839,11230445,inhibitor,98,1282,0
766,2833,11230445,inhibitor,718,1282,0
767,3121,15590680,inhibitor,100,1283,0
768,6918638,15590680,inhibitor,814,1283,0
769,6918837,15590680,inhibitor,861,1283,0
770,3121,602705,inhibitor,100,1284,0
771,3675,602705,inhibitor,371,1284,0
772,5665,602705,inhibitor,561,1284,0
773,3121,531391,inhibitor,100,1285,0
774,3121,531241,inhibitor,100,1286,0
775,3121,3766467,inhibitor,100,1287,0
776,3121,6572950,inhibitor,100,1288,0
777,5734,6572950,inhibitor,447,1288,0
778,3121,457879,inhibitor,100,1289,0
779,3878,457879,inhibitor,241,1289,0
780,5734,457879,inhibitor,447,1289,0
781,3121,7414320,inhibitor,100,1290,0
782,5734,7414320,inhibitor,447,1290,0
783,3121,338213,inhibitor,100,1291,0
784,5734,338213,inhibitor,447,1291,0
785,3121,4321647,inhibitor,100,1292,0
786,3121,307415,inhibitor,100,1293,0
787,5734,307415,inhibitor,447,1293,0
788,3121,3309111,inhibitor,100,1294,0
789,5734,3309111,inhibitor,447,1294,0
790,3121,7160975,inhibitor,100,1295,0
791,5734,7160975,inhibitor,447,1295,0
792,3121,27465047,inhibitor,100,1296,0
793,5734,27465047,inhibitor,447,1296,0
794,1983,2149156,inhibitor,102,1297,0
795,11671467,2149156,inhibitor,1059,1297,0
796,3081361,757924,inhibitor,822,1298,0
797,10184653,757924,inhibitor,937,1298,0
798,71496458,757924,inhibitor,1014,1298,0
799,9915743,757924,inhibitor,1054,1298,0
800,11671467,757924,inhibitor,1059,1298,0
801,68165256,757924,inhibitor,1062,1298,0
802,54758501,757924,inhibitor,1073,1298,0
803,43672,984233,inhibitor,104,1299,0
804,5742673,984233,inhibitor,202,1299,0
805,8982,984233,inhibitor,271,1299,0
806,6196,984233,inhibitor,330,1299,0
807,5479530,984233,inhibitor,649,1299,0
808,441199,984233,inhibitor,700,1299,0
809,6087,984233,inhibitor,752,1299,0
810,43672,15457529,inhibitor,104,1300,0
811,5742673,15457529,inhibitor,202,1300,0
812,8982,15457529,inhibitor,271,1300,0
813,6196,15457529,inhibitor,330,1300,0
814,441199,15457529,inhibitor,700,1300,0
815,6087,15457529,inhibitor,752,1300,0
816,11167602,339918,inhibitor,929,1301,0
817,11671467,339918,inhibitor,1059,1301,0
818,11671467,530791,inhibitor,1059,1302,0
819,2160,1841342,inhibitor,106,1303,0
820,2160,186663,inhibitor,106,1304,0
821,4485,186663,inhibitor,585,1304,0
822,4585,178896,inhibitor,113,1307,0
823,3715,190889,inhibitor,109,1309,0
824,5361,190889,inhibitor,784,1309,0
825,3715,37912002,inhibitor,109,1310,0
826,3715,219664,inhibitor,109,1311,0
827,3715,4261711,inhibitor,109,1314,0
828,11671467,2916800,inhibitor,1059,1315,0
829,445643,182628,inhibitor,418,1316,0
830,5576,6625659,inhibitor,121,1317,0
831,5833,6625659,inhibitor,157,1317,0
832,3291,6625659,inhibitor,264,1317,0
833,2520,6625659,inhibitor,301,1317,0
834,5734,6625659,inhibitor,447,1317,0
835,941361,6625659,inhibitor,790,1317,0
836,6476,6625659,inhibitor,818,1317,0
837,115355,3860238,inhibitor,122,1318,0
838,2145,181376,inhibitor,125,1319,0
839,439260,189937,inhibitor,130,1321,0
840,92974,189937,inhibitor,848,1321,0
841,13109,177767,inhibitor,129,1326,0
842,6918296,177767,inhibitor,595,1326,0
843,57363,177767,inhibitor,651,1326,0
844,60613,1780831,inhibitor,131,1327,0
845,3415,1780831,inhibitor,222,1327,0
846,2162,179758,inhibitor,137,1330,0
847,5833,179758,inhibitor,157,1330,0
848,2520,179758,inhibitor,301,1330,0
849,3446,179758,inhibitor,503,1330,0
850,5284583,179758,inhibitor,639,1330,0
851,2162,7105926,inhibitor,137,1331,0
852,5833,7105926,inhibitor,157,1331,0
853,4494,7105926,inhibitor,881,1331,0
854,2162,37678114,inhibitor,137,1332,0
855,5833,37678114,inhibitor,157,1332,0
856,2162,179095,inhibitor,137,1333,0
857,2995,179095,inhibitor,610,1333,0
858,5546,1004273,inhibitor,139,1334,0
859,16231,1004273,inhibitor,265,1334,0
860,5546,452650,inhibitor,139,1335,0
861,16231,452650,inhibitor,265,1335,0
862,5546,1004271,inhibitor,139,1336,0
863,16231,1004271,inhibitor,265,1336,0
864,5546,1066457,inhibitor,139,1337,0
865,16231,1066457,inhibitor,265,1337,0
866,31072,339867,inhibitor,142,1338,0
867,657298,339867,inhibitor,237,1338,0
868,1349907,339867,inhibitor,361,1338,0
869,5564,339867,inhibitor,902,1338,0
870,4497,3183953,inhibitor,145,1339,0
871,5833,3183953,inhibitor,157,1339,0
872,2520,3183953,inhibitor,301,1339,0
873,5573,3183953,inhibitor,966,1339,0
874,4497,435135,inhibitor,145,1340,0
875,5833,435135,inhibitor,157,1340,0
876,2520,435135,inhibitor,301,1340,0
877,5573,435135,inhibitor,966,1340,0
878,4497,2058727,inhibitor,145,1341,0
879,5833,2058727,inhibitor,157,1341,0
880,2520,2058727,inhibitor,301,1341,0
881,5573,2058727,inhibitor,966,1341,0
882,216239,41387220,inhibitor,147,1343,0
883,42611257,41387220,inhibitor,924,1343,0
884,11167602,41387220,inhibitor,929,1343,0
885,44462760,41387220,inhibitor,936,1343,0
886,50922675,41387220,inhibitor,1049,1343,0
887,11671467,41387220,inhibitor,1059,1343,0
888,216239,35842,inhibitor,147,1344,0
889,11167602,35842,inhibitor,929,1344,0
890,44462760,35842,inhibitor,936,1344,0
891,11671467,35842,inhibitor,1059,1344,0
892,5329102,297050,inhibitor,680,1345,0
893,6450551,297050,inhibitor,864,1345,0
894,11167602,297050,inhibitor,929,1345,0
895,9823820,297050,inhibitor,961,1345,0
896,9809715,297050,inhibitor,962,1345,0
897,11671467,297050,inhibitor,1059,1345,0
898,5329102,2655412,inhibitor,680,1346,0
899,10113978,2655412,inhibitor,858,1346,0
900,9829523,2655412,inhibitor,860,1346,0
901,6450551,2655412,inhibitor,864,1346,0
902,11167602,2655412,inhibitor,929,1346,0
903,24826799,2655412,inhibitor,932,1346,0
904,9823820,2655412,inhibitor,961,1346,0
905,9809715,2655412,inhibitor,962,1346,0
906,11671467,2655412,inhibitor,1059,1346,0
907,5329102,409573,inhibitor,680,1347,0
908,9829523,409573,inhibitor,860,1347,0
909,24826799,409573,inhibitor,932,1347,0
910,9809715,409573,inhibitor,962,1347,0
911,11671467,409573,inhibitor,1059,1347,0
912,68165256,409573,inhibitor,1062,1347,0
913,5329102,189732,inhibitor,680,1348,0
914,10113978,189732,inhibitor,858,1348,0
915,9829523,189732,inhibitor,860,1348,0
916,11167602,189732,inhibitor,929,1348,0
917,11671467,189732,inhibitor,1059,1348,0
918,5329102,34085,inhibitor,680,1349,0
919,10113978,34085,inhibitor,858,1349,0
920,9829523,34085,inhibitor,860,1349,0
921,11167602,34085,inhibitor,929,1349,0
922,24826799,34085,inhibitor,932,1349,0
923,9823820,34085,inhibitor,961,1349,0
924,11671467,34085,inhibitor,1059,1349,0
925,216239,31368,inhibitor,147,1350,0
926,11167602,31368,inhibitor,929,1350,0
927,24826799,31368,inhibitor,932,1350,0
928,9823820,31368,inhibitor,961,1350,0
929,9809715,31368,inhibitor,962,1350,0
930,11671467,31368,inhibitor,1059,1350,0
931,216239,31432,inhibitor,147,1351,0
932,5329102,31432,inhibitor,680,1351,0
933,10113978,31432,inhibitor,858,1351,0
934,6450551,31432,inhibitor,864,1351,0
935,11167602,31432,inhibitor,929,1351,0
936,9823820,31432,inhibitor,961,1351,0
937,9809715,31432,inhibitor,962,1351,0
938,11671467,31432,inhibitor,1059,1351,0
939,68740,4520350,inhibitor,148,1352,0
940,77999,3158351,inhibitor,154,1353,0
941,51634,1325917,inhibitor,156,1354,0
942,2266,338469,inhibitor,235,1356,0
943,6918296,338469,inhibitor,595,1356,0
944,57363,338469,inhibitor,651,1356,0
945,5833,2213913,inhibitor,157,1358,0
946,2520,2213913,inhibitor,301,1358,0
947,3955,2213913,inhibitor,400,1358,0
948,5833,5565888,inhibitor,157,1359,0
949,2520,5565888,inhibitor,301,1359,0
950,5734,5565888,inhibitor,447,1359,0
951,941361,5565888,inhibitor,790,1359,0
952,3324,60016,inhibitor,161,1360,0
953,2022,60016,inhibitor,375,1360,0
954,636405,1763284,inhibitor,164,1363,0
955,636405,4887211,inhibitor,164,1364,0
956,5481173,4887211,inhibitor,169,1364,0
957,2315,1172161,inhibitor,167,1365,0
958,4170,1172161,inhibitor,220,1365,0
959,2343,1172161,inhibitor,246,1365,0
960,3702,1172161,inhibitor,384,1365,0
961,4870,1172161,inhibitor,695,1365,0
962,6307,1172161,inhibitor,696,1365,0
963,2882,537439,inhibitor,508,1366,0
964,2993,537439,inhibitor,778,1366,0
965,5573,537439,inhibitor,966,1366,0
966,2094,10336525,inhibitor,168,1367,0
967,134018,10336525,inhibitor,796,1367,0
968,5481173,153767,inhibitor,169,1368,0
969,5742673,153767,inhibitor,202,1368,0
970,8982,153767,inhibitor,271,1368,0
971,6196,153767,inhibitor,330,1368,0
972,19003,153767,inhibitor,506,1368,0
973,441199,153767,inhibitor,700,1368,0
974,6087,153767,inhibitor,752,1368,0
975,5481173,42314,inhibitor,169,1369,0
976,656511,42314,inhibitor,471,1369,0
977,33255,42314,inhibitor,698,1369,0
978,43594,42314,inhibitor,699,1369,0
979,5479537,42314,inhibitor,729,1369,0
980,5282242,42314,inhibitor,730,1369,0
981,104838,42314,inhibitor,748,1369,0
982,73303,42314,inhibitor,842,1369,0
983,60750,6578133,inhibitor,170,1370,0
984,9651,1311630,inhibitor,308,1372,0
985,4004,1311630,inhibitor,366,1372,0
986,5966,1311630,inhibitor,468,1372,0
987,77991,1311630,inhibitor,498,1372,0
988,3202,1311630,inhibitor,513,1372,0
989,3105,177975,inhibitor,174,1373,0
990,6172,177975,inhibitor,194,1373,0
991,4991,177975,inhibitor,232,1373,0
992,9651,177975,inhibitor,308,1373,0
993,4199,177975,inhibitor,382,1373,0
994,3152,177975,inhibitor,404,1373,0
995,5966,177975,inhibitor,468,1373,0
996,5983,177975,inhibitor,492,1373,0
997,77991,177975,inhibitor,498,1373,0
998,3202,177975,inhibitor,513,1373,0
999,2131,177975,inhibitor,591,1373,0
1000,6000,177975,inhibitor,637,1373,0
1001,4168,177975,inhibitor,661,1373,0
1002,2968,177975,inhibitor,666,1373,0
1003,854026,177975,inhibitor,799,1373,0
1004,8378,43010,inhibitor,176,1376,0
1005,36294,43010,inhibitor,312,1376,0
1006,441306,43010,inhibitor,476,1376,0
1007,68682,43010,inhibitor,870,1376,0
1008,23665772,190334,inhibitor,183,1379,0
1009,23665772,190289,inhibitor,183,1380,0
1010,3034034,2584866,inhibitor,186,1382,0
1011,5573,2584866,inhibitor,966,1382,0
1012,2130,324265,inhibitor,450,1384,0
1013,2662,2407613,inhibitor,193,1385,0
1014,11671467,2407613,inhibitor,1059,1385,0
1015,441314,17648144,inhibitor,200,1388,0
1016,444020,17648144,inhibitor,803,1388,0
1017,5742673,790944,inhibitor,202,1390,0
1018,104838,790944,inhibitor,748,1390,0
1019,47499,790944,inhibitor,780,1390,0
1020,5281081,180920,inhibitor,203,1391,0
1021,5360696,190824,inhibitor,215,1395,0
1022,6915944,150279,inhibitor,224,1396,0
1023,6915944,189040,inhibitor,224,1397,0
1024,5978,338695,inhibitor,228,1398,0
1025,10607,338695,inhibitor,628,1398,0
1026,2833,338695,inhibitor,718,1398,0
1027,5978,32015,inhibitor,228,1399,0
1028,10607,32015,inhibitor,628,1399,0
1029,2266,14246533,inhibitor,235,1400,0
1030,2266,431857,inhibitor,235,1401,0
1031,57363,431857,inhibitor,651,1401,0
1032,2266,340037,inhibitor,235,1402,0
1033,7638,340037,inhibitor,267,1402,0
1034,440473,340037,inhibitor,544,1402,0
1035,785,340037,inhibitor,1022,1402,0
1036,440936,340037,inhibitor,1030,1402,0
1037,3610,340037,inhibitor,1032,1402,0
1038,2266,42461,inhibitor,235,1403,0
1039,1990,149337,inhibitor,238,1404,0
1040,65781,149337,inhibitor,819,1404,0
1041,1990,435970,inhibitor,238,1405,0
1042,119031,435970,inhibitor,374,1405,0
1043,439693,28380,inhibitor,239,1406,0
1044,3108,28380,inhibitor,487,1406,0
1045,60855,324460,inhibitor,243,1407,0
1046,54680690,535073,inhibitor,276,1410,0
1047,54675783,535073,inhibitor,520,1410,0
1048,54682938,535073,inhibitor,692,1410,0
1049,202225,42826,inhibitor,1076,1413,0
1050,2343,2984693,inhibitor,246,1414,0
1051,3647,2984693,inhibitor,368,1414,0
1052,5734,2984693,inhibitor,447,1414,0
1053,126941,182724,inhibitor,247,1415,0
1054,446556,182724,inhibitor,291,1415,0
1055,5583,182724,inhibitor,614,1415,0
1056,148121,182724,inhibitor,898,1415,0
1057,7028,386839,inhibitor,412,1420,0
1058,3488,755646,inhibitor,519,1422,0
1059,4746,755646,inhibitor,556,1422,0
1060,444036,190007,inhibitor,261,1423,0
1061,237,190007,inhibitor,579,1423,0
1062,16231,177960,inhibitor,265,1424,0
1063,16231,1256017,inhibitor,265,1425,0
1064,16231,1871168,inhibitor,265,1426,0
1065,16231,178753,inhibitor,265,1427,0
1066,16231,1834524,inhibitor,265,1428,0
1067,1548887,178487,inhibitor,269,1429,0
1068,1548887,31221,inhibitor,269,1430,0
1069,1548887,3150035,inhibitor,269,1432,0
1070,2910,1575004,inhibitor,270,1433,0
1071,6323490,147715,inhibitor,274,1434,0
1072,6323490,42818,inhibitor,274,1435,0
1073,5381226,42818,inhibitor,538,1435,0
1074,6436173,42818,inhibitor,655,1435,0
1075,6323490,42814,inhibitor,274,1436,0
1076,5381226,42814,inhibitor,538,1436,0
1077,54680690,42798,inhibitor,276,1439,0
1078,54675783,42798,inhibitor,520,1439,0
1079,5291,162135198,inhibitor,277,1440,0
1080,5291,2795880,inhibitor,277,1441,0
1081,5329102,553224,inhibitor,680,1442,0
1082,11671467,553224,inhibitor,1059,1442,0
1083,5329102,189734,inhibitor,680,1443,0
1084,10113978,189734,inhibitor,858,1443,0
1085,9829523,189734,inhibitor,860,1443,0
1086,11167602,189734,inhibitor,929,1443,0
1087,24826799,189734,inhibitor,932,1443,0
1088,11671467,189734,inhibitor,1059,1443,0
1089,11671467,306475,inhibitor,1059,1444,0
1090,5291,28237,inhibitor,277,1445,0
1091,644241,28237,inhibitor,801,1445,0
1092,5328940,28237,inhibitor,863,1445,0
1093,11167602,28237,inhibitor,929,1445,0
1094,24826799,28237,inhibitor,932,1445,0
1095,11671467,28237,inhibitor,1059,1445,0
1096,68165256,28237,inhibitor,1062,1445,0
1097,3372,179888,inhibitor,280,1446,0
1098,5566,179888,inhibitor,396,1446,0
1099,3955,179888,inhibitor,400,1446,0
1100,4748,179888,inhibitor,410,1446,0
1101,4768,179888,inhibitor,458,1446,0
1102,4927,179888,inhibitor,552,1446,0
1103,16362,179888,inhibitor,577,1446,0
1104,4485,179888,inhibitor,585,1446,0
1105,2218,179888,inhibitor,738,1446,0
1106,2088,190748,inhibitor,284,1447,0
1107,2088,1109792,inhibitor,284,1448,0
1108,3305,1109792,inhibitor,559,1448,0
1109,2088,35792,inhibitor,284,1449,0
1110,2088,291868,inhibitor,284,1450,0
1111,3305,291868,inhibitor,559,1450,0
1112,1676,349449,inhibitor,393,1453,0
1113,446556,1263196,inhibitor,291,1455,0
1114,446556,31642,inhibitor,291,1456,0
1115,4174,181333,inhibitor,514,1457,0
1116,129228,1408052,inhibitor,836,1459,0
1117,5362065,1572976,inhibitor,305,1460,0
1118,2733526,35483,inhibitor,309,1462,0
1119,9829523,35483,inhibitor,860,1462,0
1120,2733526,189969,inhibitor,309,1463,0
1121,2733526,432274,inhibitor,309,1464,0
1122,11671467,432274,inhibitor,1059,1464,0
1123,2733526,558099,inhibitor,309,1465,0
1124,11671467,558099,inhibitor,1059,1465,0
1125,5281078,307067,inhibitor,314,1466,0
1126,37542,307067,inhibitor,387,1466,0
1127,446541,307067,inhibitor,526,1466,0
1128,667490,307067,inhibitor,532,1466,0
1129,5281078,307066,inhibitor,314,1467,0
1130,446541,307066,inhibitor,526,1467,0
1131,667490,307066,inhibitor,532,1467,0
1132,91270,9802433,inhibitor,315,1468,0
1133,4100,28192445,inhibitor,323,1471,0
1134,5734,28192445,inhibitor,447,1471,0
1135,3038,28192445,inhibitor,606,1471,0
1136,60825,59427,inhibitor,327,1472,0
1137,5359476,5668545,inhibitor,377,1479,0
1138,3000322,36645,inhibitor,351,1480,0
1139,5530,187353,inhibitor,355,1481,0
1140,4199,187353,inhibitor,382,1481,0
1141,5734,187353,inhibitor,447,1481,0
1142,4915,187353,inhibitor,619,1481,0
1143,4235,187353,inhibitor,622,1481,0
1144,3759,187353,inhibitor,667,1481,0
1145,4688,187353,inhibitor,766,1481,0
1146,5530,398415,inhibitor,355,1482,0
1147,5734,398415,inhibitor,447,1482,0
1148,4915,398415,inhibitor,619,1482,0
1149,3759,398415,inhibitor,667,1482,0
1150,3052776,398415,inhibitor,715,1482,0
1151,4688,398415,inhibitor,766,1482,0
1152,441130,41216,inhibitor,359,1483,0
1153,43594,41216,inhibitor,699,1483,0
1154,441199,41216,inhibitor,700,1483,0
1155,47499,41216,inhibitor,780,1483,0
1156,60838,339806,inhibitor,360,1484,0
1157,60700,339806,inhibitor,530,1484,0
1158,10180,339806,inhibitor,812,1484,0
1159,3610,339806,inhibitor,1032,1484,0
1160,60838,15919359,inhibitor,360,1485,0
1161,60700,15919359,inhibitor,530,1485,0
1162,3278,219942,inhibitor,442,1490,0
1163,28620,219942,inhibitor,560,1490,0
1164,439501,219942,inhibitor,571,1490,0
1165,441207,219942,inhibitor,720,1490,0
1166,3675,1399032,inhibitor,371,1493,0
1167,3637,1399032,inhibitor,682,1493,0
1168,3675,1763096,inhibitor,371,1494,0
1169,3675,19046894,inhibitor,371,1495,0
1170,3675,6562440,inhibitor,371,1496,0
1171,119031,30126,inhibitor,374,1497,0
1172,119031,180671,inhibitor,374,1498,0
1173,44093,180671,inhibitor,635,1498,0
1174,119031,180618,inhibitor,374,1501,0
1175,119031,177205,inhibitor,374,1502,0
1176,54675783,177205,inhibitor,520,1502,0
1177,44093,177205,inhibitor,635,1502,0
1178,119031,516386,inhibitor,374,1505,0
1179,119031,793763,inhibitor,374,1506,0
1180,119031,963056,inhibitor,374,1507,0
1181,119031,2662306,inhibitor,374,1508,0
1182,119031,18413635,inhibitor,374,1509,0
1183,119031,1702930,inhibitor,374,1510,0
1184,119031,3005946,inhibitor,374,1511,0
1185,119031,22134532,inhibitor,374,1512,0
1186,119031,3650496,inhibitor,374,1513,0
1187,119031,5381386,inhibitor,374,1514,0
1188,119031,8546817,inhibitor,374,1515,0
1189,119031,8843950,inhibitor,374,1516,0
1190,119031,11066090,inhibitor,374,1517,0
1191,119031,11935132,inhibitor,374,1518,0
1192,5359476,219918,inhibitor,377,1520,0
1193,5362391,338704,inhibitor,644,1521,0
1194,4488,190013,inhibitor,779,1522,0
1195,4740,23897,inhibitor,383,1523,0
1196,37542,324960,inhibitor,387,1525,0
1197,37542,189650,inhibitor,387,1527,0
1198,287180,41646,inhibitor,389,1528,0
1199,287180,147106,inhibitor,389,1529,0
1200,3117,28606,inhibitor,391,1530,0
1201,3117,30474,inhibitor,391,1531,0
1202,159055,3287188,inhibitor,769,1533,0
1203,446987,146902,inhibitor,395,1534,0
1204,5566,179917,inhibitor,396,1535,0
1205,2794,56378959,inhibitor,406,1537,0
1206,5351166,984325,inhibitor,411,1542,0
1207,3827,984325,inhibitor,454,1542,0
1208,7028,339741,inhibitor,412,1543,0
1209,3698,339741,inhibitor,736,1543,0
1210,134780,339741,inhibitor,934,1543,0
1211,7028,29904,inhibitor,412,1544,0
1212,7028,5729676,inhibitor,412,1545,0
1213,33255,5729676,inhibitor,698,1545,0
1214,2471,903682,inhibitor,431,1549,0
1215,6307,903682,inhibitor,696,1549,0
1216,2471,1399212,inhibitor,431,1550,0
1217,2471,12003227,inhibitor,431,1551,0
1218,3672,180332,inhibitor,542,1552,0
1219,39912,180332,inhibitor,979,1552,0
1220,5336,44284,inhibitor,434,1553,0
1221,3278,31946,inhibitor,442,1556,0
1222,60648,31658,inhibitor,445,1558,0
1223,5734,306483,inhibitor,447,1559,0
1224,68844,306483,inhibitor,633,1559,0
1225,5734,4587223,inhibitor,447,1560,0
1226,5734,5069431,inhibitor,447,1561,0
1227,5734,9229883,inhibitor,447,1562,0
1228,5734,3283386,inhibitor,447,1563,0
1229,5734,21754549,inhibitor,447,1564,0
1230,5734,6009640,inhibitor,447,1565,0
1231,4173,144836,inhibitor,451,1567,0
1232,43507,52214157,inhibitor,456,1570,0
1233,456255,52214157,inhibitor,697,1570,0
1234,9444,1632819,inhibitor,460,1571,0
1235,451668,1632819,inhibitor,678,1571,0
1236,150311,4878022,inhibitor,486,1572,0
1237,72281,4878022,inhibitor,572,1572,0
1238,150311,6643036,inhibitor,486,1573,0
1239,6253,292397,inhibitor,496,1577,0
1240,2265,306885,inhibitor,502,1579,0
1241,667490,306885,inhibitor,532,1579,0
1242,5482,1698396,inhibitor,512,1581,0
1243,55283,1698396,inhibitor,618,1581,0
1244,5329,146020,inhibitor,518,1584,0
1245,3488,1055026,inhibitor,519,1585,0
1246,3488,3873243,inhibitor,519,1587,0
1247,3488,9247086,inhibitor,519,1588,0
1248,4912,9247086,inhibitor,749,1588,0
1249,54675783,181971,inhibitor,520,1590,0
1250,3081361,181971,inhibitor,822,1590,0
1251,2197,184028,inhibitor,594,1595,0
1252,2161,181942,inhibitor,527,1599,0
1253,10113978,181942,inhibitor,858,1599,0
1254,4911,3831566,inhibitor,531,1600,0
1255,4911,7707622,inhibitor,531,1601,0
1256,53465279,7707622,inhibitor,1035,1601,0
1257,4911,4378059,inhibitor,531,1602,0
1258,667490,219459,inhibitor,532,1604,0
1259,3339,2808657,inhibitor,535,1605,0
1260,5379,14971465,inhibitor,537,1606,0
1261,5379,1052803,inhibitor,537,1607,0
1262,5379,1490399,inhibitor,537,1608,0
1263,5379,1490399,inhibitor,537,1608,0
1264,49846579,179367,inhibitor,1037,1610,0
1265,440473,307422,inhibitor,544,1615,0
1266,440473,307163,inhibitor,544,1616,0
1267,28417,307163,inhibitor,723,1616,0
1268,4746,1041195,inhibitor,556,1618,0
1269,60823,535388,inhibitor,558,1619,0
1270,4369359,535388,inhibitor,677,1619,0
1271,6918537,535388,inhibitor,802,1619,0
1272,11450633,535388,inhibitor,838,1619,0
1273,11243969,535388,inhibitor,852,1619,0
1274,10096344,535388,inhibitor,925,1619,0
1275,3034010,339597,inhibitor,562,1620,0
