"","CID_id","mol_id","action_id"
"3501",756,1861,0
"958",993,1260,2
"1997",839,1341,2
"148",922,1910,1
"522",537,1387,1
"485",1164,1286,1
"2040",289,1336,2
"1108",136,1386,2
"3867",1203,1864,0
"3428",802,1335,0
"3144",183,1420,0
"3283",889,1434,0
"2070",254,1343,2
"3893",291,1517,0
"4065",1048,1385,4
"2092",254,1479,7
"1934",476,1288,2
"3076",239,1238,0
"1968",993,1392,2
"712",611,1485,1
"699",521,1381,1
"1368",369,1321,2
"1714",666,1336,2
"3483",801,1406,0
"1958",716,1392,2
"1270",786,1399,2
"223",125,1384,1
"1298",512,1431,2
"972",1122,1260,2
"2928",1203,1990,0
"630",279,1337,1
"3808",104,1362,0
"3290",1041,1847,0
"1700",286,1567,2
"1041",419,1260,2
"3728",1203,1316,0
"4045",1182,1972,4
"283",1114,1497,1
"1352",659,1321,2
"2700",175,1413,0
"3575",928,1803,0
"1297",987,1355,2
"22",234,1370,10
"34",919,1430,10
"4030",726,1847,6
"2418",1025,1237,0
"1982",818,1392,2
"1146",675,1435,2
"1184",158,1260,2
"1722",274,1341,2
"3545",606,1788,0
"1595",413,1349,2
"3023",640,1776,0
"3429",1203,1916,0
"1365",871,1341,2
"3751",848,1715,0
"3529",423,1316,0
"2238",918,1347,7
"2661",125,1273,0
"3289",188,1552,0
"2757",634,1366,0
"603",63,1342,1
"167",331,1344,1
"2171",254,1270,7
"1731",596,1321,2
"3176",447,1726,0
"147",202,1330,1
"2912",175,1523,0
"3705",646,1595,0
"3476",485,1594,0
"3995",336,1247,13
"1768",818,1393,2
"1596",744,1336,2
"1993",375,1336,2
"3348",426,1304,0
"3014",847,1310,0
"2439",187,1365,0
"3063",846,1335,0
"1744",659,1341,2
"3430",485,1746,0
"4010",336,1249,13
"3226",281,1383,0
"2604",1203,1475,0
"2891",618,1808,0
"622",713,1739,1
"772",228,1259,2
"666",360,1389,1
"3375",485,1367,0
"3526",772,1864,0
"2049",327,1434,2
"3427",957,1915,0
"836",873,1260,2
"3848",594,1362,0
"976",419,1249,2
"1605",1197,1272,2
"3104",1073,1938,0
"156",1071,1396,1
"3205",246,1443,0
"3957",1212,2036,0
"2449",1203,1948,0
"1558",649,1337,2
"3002",256,1557,0
"1110",716,1386,2
"872",954,1532,2
"767",1106,1385,2
"2897",855,1830,0
"2543",508,1556,0
"807",1125,1305,2
"3269",1067,1931,0
"905",1111,1523,2
"2247",1030,1924,7
"596",77,1345,1
"2364",424,1712,0
"798",170,1385,2
"2031",251,1321,2
"2942",1203,1382,0
"1705",841,1345,2
"1514",935,1385,2
"689",195,1558,1
"3369",998,1380,0
"3566",666,1455,0
"2367",545,1356,0
"1924",217,1249,2
"1799",66,1292,2
"2640",125,1267,0
"2292",93,1288,11
"3062",410,1335,0
"3799",1203,1983,0
"2191",1207,1948,7
"3930",1129,1316,0
"410",218,1349,1
"2521",291,1607,0
"249",985,1336,1
"1915",125,1351,2
"2489",1129,1313,0
"769",999,1561,2
"3418",553,1763,0
"1772",710,1392,2
"3706",1067,1881,0
"2303",870,1284,5
"3960",27,1316,0
"3122",1005,1474,0
"446",534,1353,1
"1081",1176,1262,2
"307",916,1384,1
"3734",116,1474,0
"4001",584,1794,13
"2850",975,1514,0
"2482",148,1386,0
"3339",673,1663,0
"3145",979,1402,0
"3403",403,1676,0
"654",906,1389,1
"332",817,1277,1
"1468",930,1336,2
"2593",1168,1665,0
"3492",112,1457,0
"3234",633,1411,0
"3659",889,1288,0
"1679",239,1288,2
"2405",585,1451,0
"1313",185,1385,2
"3821",1067,1932,0
"2654",900,1311,0
"640",965,1341,1
"646",148,1286,1
"1070",204,1259,2
"3975",1147,1430,12
"2601",261,1521,0
"1130",406,1684,2
"3791",109,1454,0
"163",515,1344,1
"1157",185,1259,2
"967",797,1305,2
"3338",1199,1976,0
"2514",406,1683,0
"941",61,1346,2
"3194",964,1560,0
"275",1078,1291,1
"55",895,1342,1
"466",514,1343,1
"1516",1197,1276,2
"1167",128,1260,2
"2001",1192,1889,2
"3354",847,1309,0
"3781",734,1623,0
"2984",190,1371,0
"3665",572,1782,0
"214",167,1263,1
"3161",758,1447,0
"1344",841,1386,2
"989",239,1256,2
"3047",575,1282,0
"360",316,1633,1
"3675",572,1780,0
"2473",328,1358,0
"633",611,1442,1
"2903",1057,1338,0
"2511",265,1336,0
"2263",436,1359,11
"762",77,1349,1
"3293",283,1292,0
"1532",254,1351,2
"1689",118,1321,2
"4004",1028,1440,13
"1809",123,1259,2
"2349",957,1625,0
"2014",19,1259,2
"3756",1203,1644,0
"2595",787,1573,0
"1538",1054,1285,2
"3596",416,1309,0
"1086",82,1239,2
"345",1128,1549,1
"3968",1170,1966,12
"3839",406,1693,0
"1823",287,1525,2
"704",562,1349,1
"1663",1013,1291,2
"77",92,1429,1
"235",324,1396,1
"2264",1218,1384,11
"472",26,1321,1
"476",448,1286,1
"2671",265,1273,0
"2551",50,1340,0
"1815",596,1259,2
"4058",712,1256,4
"2227",62,1344,7
"3769",1207,1472,0
"1440",254,1348,2
"4048",141,1498,4
"1885",378,1341,2
"3129",1095,1284,0
"3358",984,1309,0
"903",982,1433,2
"914",1039,1260,2
"1671",180,1341,2
"3672",406,1699,0
"449",1170,1626,1
"3385",89,1425,0
"3237",939,1496,0
"2567",1076,1927,0
"1100",273,1249,2
"1928",1045,1526,2
"3736",1199,1975,0
"3738",1203,1476,0
"1716",148,1341,2
"1314",455,1282,2
"1715",626,1341,2
"2140",170,1259,7
"3416",264,1335,0
"3571",69,1400,0
"2673",498,1752,0
"3069",780,1868,0
"3484",1203,2022,0
"1974",125,1392,2
"951",649,1349,2
"3628",16,1279,0
"2628",241,1240,0
"1404",288,1347,2
"1754",1138,1390,2
"3859",1129,1318,0
"3137",759,1449,0
"729",582,1242,1
"3543",403,1674,0
"1454",765,1249,2
"2298",653,1824,5
"2552",480,1340,0
"1205",1082,1413,2
"1220",796,1869,2
"2927",1041,1912,0
"746",433,1287,1
"852",288,1387,2
"2880",1203,2015,0
"1825",1095,1349,2
"2852",574,1787,0
"2343",416,1705,0
"3250",713,1557,0
"2365",693,1356,0
"233",1068,1345,1
"823",716,1384,2
"909",306,1337,2
"861",256,1557,2
"3158",824,1447,0
"3087",325,1238,0
"3398",203,1335,0
"2691",274,1413,0
"3384",231,1335,0
"1309",118,1393,2
"3913",322,1318,0
"2153",170,1350,7
"1073",710,1348,2
"2180",274,1387,7
"3634",1203,2012,0
"2352",1041,1625,0
"1745",710,1387,2
"1627",1169,1335,2
"2854",428,1716,0
"2734",447,1602,0
"2406",755,1751,0
"1263",1070,1390,2
"2428",80,1365,0
"2554",36,1340,0
"3471",709,1314,0
"116",348,1344,1
"1699",372,1321,2
"588",1225,1549,1
"1471",695,1840,2
"756",63,1387,1
"441",26,1259,1
"3562",166,1413,0
"3397",575,1324,0
"1457",125,1386,2
"3694",57,1375,0
"2029",201,1336,2
"3658",1077,1912,0
"357",888,1900,1
"1287",1181,1399,2
"1383",1055,1341,2
"1659",1218,1385,2
"3740",112,1460,0
"1634",716,1390,2
"190",348,1336,1
"2644",426,1306,0
"197",934,1305,1
"1537",716,1351,2
"1315",118,1385,2
"2981",1201,1937,0
"3254",220,1354,0
"2245",254,1275,7
"3415",156,1519,0
"3103",1201,1938,0
"1264",601,1341,2
"216",718,1486,1
"334",348,1349,1
"3119",99,1441,0
"3967",181,1545,12
"3217",1081,1551,0
"3544",318,1595,0
"2723",975,1409,0
"1554",1218,1351,2
"91",287,1440,1
"263",910,1414,1
"2465",884,1899,0
"3363",450,1380,0
"1458",791,1321,2
"2368",191,1356,0
"3624",1203,1984,0
"2384",162,1410,0
"2421",4,1237,0
"3982",919,1908,12
"3340",265,1264,0
"2594",390,1665,0
"1507",151,1260,2
"2028",501,1337,2
"3043",296,1335,0
"2650",661,1354,0
"2293",93,1431,11
"3680",125,1263,0
"2705",162,1413,0
"1079",254,1347,2
"3889",84,1316,0
"908",406,1681,2
"4044",24,1298,4
"2400",12,1258,0
"176",742,1278,1
"1752",501,1351,2
"1940",1176,1271,2
"1602",652,1336,2
"2374",121,1483,0
"1670",143,1393,2
"1247",699,1278,2
"2532",875,1897,0
"3835",1203,2001,0
"2424",687,1838,0
"3376",291,1610,0
"2159",370,1353,7
"3928",121,1380,0
"2123",370,1390,7
"2647",847,1311,0
"1",444,1370,10
"2177",980,1440,7
"2369",679,1356,0
"3361",291,1606,0
"878",61,1385,2
"2725",154,1409,0
"1719",60,1341,2
"3807",344,1650,0
"2787",849,1886,0
"1075",842,1385,2
"107",895,1285,1
"4033",531,1757,6
"846",750,1304,2
"2285",1228,1524,11
"3165",758,1419,0
"3200",398,1356,0
"3876",201,1423,0
"1802",674,1434,2
"1115",41,1260,2
"1919",710,1351,2
"2182",198,1238,7
"2323",135,1352,5
"3929",579,1791,0
"1801",716,1348,2
"2266",1228,1450,11
"573",162,1512,1
"1124",39,1291,2
"2588",265,1268,0
"1193",642,1292,2
"2458",80,1417,0
"1087",726,1848,2
"479",97,1440,1
"152",63,1384,1
"1280",913,1311,2
"647",292,1242,1
"2913",162,1523,0
"3767",674,1441,0
"3320",353,1369,0
"2832",1220,1432,0
"2383",328,1410,0
"419",38,1347,1
"594",117,1343,1
"2073",251,1345,2
"1747",327,1431,2
"2325",564,1549,5
"910",15,1278,2
"2993",871,1411,0
"49",55,1370,1
"308",43,1291,1
"566",690,1349,1
"3560",125,1272,0
"4022",336,1252,13
"2550",754,1340,0
"315",690,1388,1
"3999",451,1323,13
"2862",874,1384,0
"3812",665,1441,0
"3124",190,1438,0
"3536",259,1540,0
"2456",265,1386,0
"3077",537,1238,0
"1938",764,1321,2
"2649",1040,1399,0
"3956",871,1543,0
"2980",1190,1937,0
"2020",1177,1662,2
"888",1052,1341,2
"2583",952,1534,0
"642",348,1350,1
"2336",611,1309,5
"2487",574,1785,0
"2805",1207,1530,0
"3530",1194,1809,0
"3898",467,1730,0
"1046",277,1291,2
"2549",467,1340,0
"1044",240,1259,2
"2234",93,1383,7
"3168",1203,1809,0
"347",167,1262,1
"1366",161,1321,2
"825",431,1242,2
"1757",894,1388,2
"67",593,1278,1
"851",185,1260,2
"3034",379,1282,0
"2281",1115,1524,11
"536",776,1350,1
"2513",1220,1433,0
"2576",1203,1534,0
"1581",763,1249,2
"3245",198,1383,0
"569",12,1246,1
"3424",861,1492,0
"404",295,1440,1
"3542",803,1873,0
"1295",251,1285,2
"3576",175,1514,0
"2078",161,1288,2
"173",146,1291,1
"1853",935,1391,2
"939",716,1346,2
"560",348,1350,1
"155",367,1336,1
"3669",606,1804,0
"371",602,1512,1
"3212",489,1749,0
"2252",560,1359,11
"253",865,1844,1
"1413",169,1341,2
"2756",485,1366,0
"719",920,1543,1
"561",61,1345,1
"202",77,1342,1
"1441",495,1385,2
"810",842,1386,2
"2282",93,1434,11
"3239",889,1433,0
"3533",1105,1779,0
"1412",715,1341,2
"3414",58,1379,0
"3741",1129,1310,0
"982",410,1704,2
"1542",369,1393,2
"1597",832,1349,2
"2157",201,1384,7
"501",514,1345,1
"3783",1027,1922,0
"2733",78,1412,0
"1943",96,1439,2
"2409",685,1741,0
"533",38,1346,1
"3721",361,1284,0
"2345",970,1327,0
"946",164,1532,2
"450",349,1349,1
"3621",1129,1308,0
"391",325,1345,1
"2896",239,1577,0
"3298",760,1418,0
"1389",894,1389,2
"3953",1203,2025,0
"231",642,1370,1
"3259",337,1645,0
"3833",584,1380,0
"2572",1203,1926,0
"3143",758,1420,0
"1948",61,1387,2
"1225",983,1841,2
"900",143,1346,2
"1821",256,1556,2
"1071",924,1361,2
"1988",1111,1413,2
"1686",770,1722,2
"3170",106,1419,0
"2685",12,1257,0
"1898",1203,1633,2
"3866",86,1423,0
"711",502,1351,1
"1381",143,1321,2
"3998",561,1775,13
"1231",935,1278,2
"842",818,1259,2
"923",201,1393,2
"3568",749,1400,0
"1687",460,1239,2
"1439",1095,1259,2
"2528",924,1877,0
"3660",679,1500,0
"1638",201,1385,2
"2824",1199,1980,0
"1761",987,1354,2
"817",696,1841,2
"3296",660,1292,0
"2246",370,1321,7
"521",305,1399,1
"328",1070,1343,1
"690",171,1249,1
"1896",844,1336,2
"1446",381,1392,2
"551",784,1511,1
"753",77,1387,1
"1135",306,1260,2
"991",1136,1335,2
"2835",356,1654,0
"2817",726,1850,0
"288",202,1333,1
"133",503,1278,1
"738",910,1341,1
"3601",826,1380,0
"2483",328,1524,0
"2021",1185,1286,2
"3221",1232,1911,0
"3083",561,1241,0
"988",1081,1321,2
"700",150,1328,1
"665",1171,1510,1
"1267",251,1336,2
"2054",1098,1349,2
"1755",1136,1380,2
"374",1086,1274,1
"3287",86,1324,0
"1323",570,1239,2
"3979",1160,1967,12
"2027",158,1321,2
"636",433,1286,1
"777",716,1285,2
"287",117,1349,1
"1698",1218,1391,2
"492",991,1242,1
"3990",336,1248,13
"42",919,1662,10
"3132",52,1284,0
"3222",1203,1622,0
"1175",254,1336,2
"3635",359,1362,0
"1680",791,1393,2
"2224",170,1391,7
"3010",175,1522,0
"3903",291,1519,0
"2780",328,1450,0
"2211",175,1541,7
"2659",722,1846,0
"1107",1197,1273,2
"742",996,1900,1
"2385",72,1314,0
"1673",164,1531,2
"2388",339,1406,0
"879",969,1393,2
"380",150,1511,1
"969",381,1260,2
"3633",1216,1355,0
"3754",223,1425,0
"3871",829,1362,0
"1302",228,1393,2
"514",119,1242,1
"4063",710,1346,4
"3426",1207,2033,0
"3517",529,1355,0
"168",1174,1349,1
"185",1174,1350,1
"1303",947,1590,2
"502",1094,1261,1
"3939",649,1817,0
"205",774,1291,1
"1139",859,1894,2
"2851",154,1514,0
"1106",369,1259,2
"4041",566,1750,4
"1241",254,1386,2
"3794",1203,1985,0
"830",375,1345,2
"3715",978,1380,0
"2589",1105,1724,0
"3068",1212,1868,0
"128",476,1736,1
"1011",501,1259,2
"299",218,1350,1
"4003",250,1396,13
"3516",83,1324,0
"56",1086,1267,1
"3784",1129,1317,0
"3945",319,1441,0
"953",946,1396,2
"938",954,1531,2
"979",1197,1265,2
"4053",649,1772,4
"943",1218,1343,2
"837",659,1385,2
"3286",723,1359,0
"3796",1081,1941,0
"557",982,1283,1
"356",330,1235,1
"702",1105,1531,1
"1159",354,1336,2
"553",922,1495,1
"3785",1129,1319,0
"1841",1176,1263,2
"2596",911,1415,0
"2067",488,1288,2
"1981",916,1341,2
"3357",1129,1309,0
"3557",134,1491,0
"3308",861,1418,0
"688",243,1329,1
"3564",579,1792,0
"3731",981,1380,0
"1785",61,1392,2
"1684",675,1722,2
"1431",143,1479,2
"3865",651,1823,0
"1251",1095,1336,2
"2034",711,1321,2
"53",316,1304,1
"237",946,1396,1
"365",342,1525,1
"518",733,1341,1
"2973",1203,1986,0
"3514",681,1324,0
"4008",863,1396,13
"3569",197,1400,0
"558",1094,1263,1
"2286",93,1432,11
"2763",654,1366,0
"3432",1206,1327,0
"3933",147,1508,0
"1035",935,1388,2
"2056",997,1283,2
"346",1086,1262,1
"1253",151,1321,2
"3877",118,1423,0
"2427",359,1473,0
"1083",501,1392,2
"1400",402,1341,2
"161",360,1285,1
"166",906,1386,1
"183",939,1337,1
"431",916,1388,1
"676",684,1278,1
"2061",1039,1259,2
"2188",918,1388,7
"1925",941,1286,2
"3981",1170,1965,12
"269",38,1344,1
"1524",125,1285,2
"101",63,1386,1
"1643",686,1837,2
"1955",1111,1513,2
"1067",1181,1396,2
"2719",166,1409,0
"4009",336,1254,13
"241",1068,1715,1
"2556",112,1465,0
"4005",561,1773,13
"1543",198,1431,2
"2311",102,1444,5
"3668",289,1454,0
"883",63,1349,2
"2417",602,1237,0
"791",1138,1350,2
"1593",1122,1321,2
"3594",905,1309,0
"2867",265,1275,0
"3962",1160,1966,12
"1126",596,1384,2
"3912",616,1753,0
"2217",118,1353,7
"125",1231,1370,1
"3697",485,1415,0
"260",714,1386,1
"511",916,1345,1
"618",63,1285,1
"317",1086,1270,1
"1858",1064,1283,2
"697",349,1351,1
"2566",1041,1927,0
"3743",629,1284,0
"3924",1203,1998,0
"1962",690,1348,2
"1464",233,1384,2
"3522",225,1473,0
"3519",125,1271,0
"2328",581,1793,5
"3690",1203,1241,0
"3",980,1440,10
"1846",61,1336,2
"907",1095,1337,2
"515",862,1398,1
"2300",144,1503,5
"1578",666,1337,2
"1229",763,1321,2
"3592",750,1309,0
"1870",591,1321,2
"1149",251,1260,2
"1729",1107,1384,2
"11",1068,1885,10
"862",369,1260,2
"547",714,1384,1
"3350",265,1304,0
"2982",1203,1937,0
"219",1174,1351,1
"2808",759,1419,0
"182",784,1370,1
"3759",757,1418,0
"142",961,1345,1
"3745",42,1357,0
"464",113,1343,1
"1936",402,1336,2
"650",67,1242,1
"1832",1191,1472,2
"1014",652,1337,2
"1479",1131,1384,2
"755",1114,1920,1
"1206",158,1259,2
"966",935,1291,2
"639",776,1291,1
"4034",25,1304,6
"84",79,1414,1
"1888",675,1721,2
"1639",62,1347,2
"987",733,1350,2
"436",714,1388,1
"1016",613,1250,2
"1316",327,1288,2
"3842",447,1284,0
"1688",123,1321,2
"1833",1110,1523,2
"669",623,1278,1
"2924",544,1434,0
"707",811,1440,1
"3713",484,1453,0
"739",971,1350,1
"1971",1167,1321,2
"1851",1176,1265,2
"1028",659,1260,2
"1387",426,1421,2
"1155",74,1291,2
"530",953,1757,1
"1460",566,1525,2
"799",675,1433,2
"2448",687,1679,0
"3190",133,1490,0
"2679",751,1282,0
"3677",655,1825,0
"2260",1115,1412,11
"2778",81,1420,0
"2366",925,1755,0
"3771",262,1586,0
"2905",1203,1848,0
"2821",914,1905,0
"795",221,1278,2
"2075",143,1392,2
"3422",1081,1940,0
"1350",733,1386,2
"1349",101,1337,2
"3112",1077,1849,0
"2089",200,1349,7
"1357",933,1728,2
"199",413,1386,1
"1992",921,1337,2
"3810",561,1400,0
"1664",943,1385,2
"3850",328,1543,0
"120",593,1291,1
"683",502,1337,1
"3512",148,1284,0
"2570",1038,1926,0
"130",713,1260,1
"385",1090,1384,1
"493",1133,1388,1
"2849",602,1803,0
"2491",1016,1313,0
"625",691,1839,1
"160",939,1336,1
"3118",212,1284,0
"3698",955,1457,0
"2934",312,1373,0
"1245",933,1236,2
"3321",290,1490,0
"494",454,1291,1
"3632",537,1284,0
"3782",121,1487,0
"2467",1207,1923,0
"1949",501,1321,2
"3292",55,1292,0
"1702",1055,1238,2
"1525",496,1351,2
"2236",254,1276,7
"213",783,1242,1
"1583",959,1478,2
"3908",507,1369,0
"27",858,1334,10
"3258",25,1319,0
"1424",137,1341,2
"1879",675,1434,2
"1179",1096,1285,2
"587",279,1351,1
"2214",170,1386,7
"3064",212,1238,0
"2444",1203,2002,0
"3495",1046,1856,0
"1730",894,1336,2
"1152",61,1384,2
"2474",265,1349,0
"3379",358,1380,0
"387",711,1321,1
"833",175,1507,2
"4020",1068,1736,13
"2946",1212,1597,0
"3605",614,1660,0
"3402",221,1324,0
"2737",957,1901,0
"1830",268,1590,2
"2918",165,1424,0
"1877",1229,1380,2
"3199",544,1432,0
"3490",625,1383,0
"1656",223,1425,2
"61",38,1342,1
"3450",670,1663,0
"2220",1153,1963,7
"2544",174,1538,0
"4023",561,1774,13
"59",735,1248,1
"4038",399,1573,4
"2185",254,1265,7
"1490",935,1386,2
"2339",168,1536,5
"310",690,1347,1
"519",1105,1951,1
"2288",1228,1413,11
"3253",554,1557,0
"701",1053,1512,1
"733",239,1286,1
"1285",921,1347,2
"3007",328,1522,0
"1033",832,1386,2
"1697",170,1386,2
"2202",170,1345,7
"3494",788,1380,0
"2985",551,1371,0
"1781",659,1336,2
"1902",578,1431,2
"1814",675,1247,2
"2119",254,1274,7
"1416",501,1393,2
"3496",650,1354,0
"2669",112,1282,0
"3649",111,1340,0
"1003",850,1748,2
"3932",851,1888,0
"808",927,1396,2
"3880",403,1675,0
"3332",1036,1280,0
"2586",1043,1724,0
"463",13,1259,1
"3157",106,1447,0
"3162",298,1473,0
"2584",958,1534,0
"2420",317,1237,0
"2634",1129,1306,0
"1132",164,1528,2
"2505",244,1550,0
"2929",337,1642,0
"3940",957,1916,0
"3547",485,1417,0
"435",716,1388,1
"2815",303,1401,0
"3500",322,1310,0
"648",1017,1920,1
"3763",451,1316,0
"1228",733,1384,2
"406",565,1777,1
"2106",148,1347,7
"2976",426,1305,0
"3586",1044,1901,0
"1122",414,1260,2
"684",939,1350,1
"937",1218,1349,2
"3481",740,1380,0
"1359",458,1728,2
"4042",782,1352,4
"1513",1138,1351,2
"2394",154,1410,0
"444",890,1345,1
"3604",1203,1569,0
"1601",879,1278,2
"2225",148,1351,7
"1288",596,1385,2
"1239",427,1412,2
"65",895,1349,1
"675",815,1558,1
"3038",278,1335,0
"228",1142,1563,1
"1346",1130,1241,2
"3768",527,1316,0
"2608",265,1261,0
"1367",406,1685,2
"713",920,1909,1
"3878",632,1814,0
"2793",630,1626,0
"1486",61,1391,2
"3367",333,1446,0
"3755",1203,1997,0
"132",714,1389,1
"2032",177,1392,2
"3126",676,1284,0
"3797",898,1888,0
"2469",560,1358,0
"3362",538,1557,0
"2498",1187,1930,0
"2305",653,1709,5
"658",465,1481,1
"1194",175,1540,2
"1555",254,1260,2
"1808",591,1259,2
"3219",549,1551,0
"3262",1036,1279,0
"717",1086,1272,1
"607",719,1249,1
"816",61,1259,2
"1331",320,1399,2
"1117",345,1349,2
"1056",501,1350,2
"2636",797,1306,0
"3927",1081,1566,0
"3919",406,1690,0
"3813",1200,1982,0
"3313",189,1418,0
"1694",675,1288,2
"297",363,1440,1
"3305",756,1418,0
"2663",220,1355,0
"443",288,1345,1
"2622",766,1240,0
"1002",1044,1901,2
"970",1176,1276,2
"1589",381,1321,2
"23",1081,1411,10
"1970",894,1341,2
"203",1174,1336,1
"3155",800,1447,0
"1930",201,1337,2
"3355",668,1314,0
"2617",900,1309,0
"624",355,1287,1
"2502",267,1588,0
"3381",40,1354,0
"1418",796,1567,2
"3392",1226,2044,0
"2042",158,1392,2
"1301",576,1393,2
"2335",122,1488,5
"3718",485,1411,0
"2703",176,1238,0
"2308",320,1637,5
"2322",782,1359,5
"1221",402,1386,2
"3664",118,1345,0
"2495",262,1585,0
"3020",752,1860,0
"460",623,1353,1
"2327",683,1478,5
"2414",238,1445,0
"2085",37,1336,7
"579",1058,1252,1
"948",1098,1337,2
"1604",125,1391,2
"2529",1029,1877,0
"3695",804,1874,0
"3770",109,1324,0
"1819",345,1336,2
"1256",921,1341,2
"401",167,1265,1
"3515",627,1362,0
"542",502,1336,1
"3578",942,1341,0
"778",251,1385,2
"853",375,1388,2
"2259",1228,1490,11
"251",528,1396,1
"2812",757,1419,0
"891",676,1341,2
"2109",652,1479,7
"1198",568,1670,2
"750",118,1480,1
"983",238,1574,2
"157",811,1396,1
"2072",61,1341,2
"1653",1103,1335,2
"2970",1038,1527,0
"2788",649,1820,0
"1529",143,1336,2
"2422",619,1237,0
"508",962,1336,1
"3390",860,1335,0
"1521",878,1336,2
"884",1176,1266,2
"627",608,1321,1
"230",611,1510,1
"2351",1038,1625,0
"2874",748,1816,0
"2280",1151,1288,11
"232",1012,1278,1
"3996",792,1235,13
"3678",700,1842,0
"1957",427,1523,2
"693",690,1387,1
"2393",125,1291,0
"1177",673,1664,2
"2301",48,1362,5
"1388",935,1389,2
"1576",1108,1413,2
"3154",756,1447,0
"1432",763,1259,2
"1646",791,1389,2
"2607",586,1583,0
"50",776,1351,1
"3051",1157,1335,0
"2681",318,1636,0
"2914",265,1260,0
"3052",1220,1721,0
"1136",221,1291,2
"1607",1116,1953,2
"2174",37,1341,7
"3041",812,1335,0
"1360",445,1384,2
"743",32,1329,1
"2466",1027,1923,0
"3317",1203,2006,0
"1472",791,1336,2
"200",895,1336,1
"1186",716,1350,2
"1839",254,1384,2
"1290",1111,1412,2
"349",77,1385,1
"2613",1203,2009,0
"3779",952,1912,0
"1082",1023,1807,2
"2058",148,1509,2
"1250",341,1646,2
"3650",734,1531,0
"3240",676,1383,0
"1053",676,1336,2
"567",32,1331,1
"4017",336,1256,13
"2722",73,1405,0
"3039",767,1282,0
"2822",1199,1978,0
"945",1096,1238,2
"2484",265,1272,0
"4046",145,1396,4
"267",927,1398,1
"2454",1203,1928,0
"3902",1203,1847,0
"3167",183,1419,0
"2605",1203,1527,0
"3055",1101,1335,0
"2294",671,1801,5
"3666",1000,1595,0
"3964",1147,1431,12
"1077",418,1321,2
"928",1056,1384,2
"554",1099,1442,1
"3175",756,1419,0
"2215",1217,2039,7
"740",433,1283,1
"1048",652,1393,2
"458",415,1260,1
"1859",148,1285,2
"2132",988,1580,7
"726",360,1388,1
"1482",268,1589,2
"2461",291,1520,0
"671",63,1389,1
"2268",1115,1411,11
"1419",1167,1392,2
"2959",950,1328,0
"2319",565,1776,5
"3729",118,1284,0
"2318",20,1290,5
"860",196,1561,2
"2921",1220,1434,0
"2291",1115,1490,11
"1561",200,1337,2
"3619",589,1354,0
"3211",485,1467,0
"3060",51,1335,0
"3599",426,1309,0
"368",1124,1286,1
"388",1099,1671,1
"3809",1212,2035,0
"2585",89,1426,0
"2547",560,1770,0
"2569",1077,1926,0
"3926",543,1761,0
"1857",1167,1341,2
"3890",1195,1472,0
"1837",1192,1974,2
"2715",37,1238,0
"1586",496,1337,2
"1266",674,1435,2
"82",1,1235,1
"474",171,1321,1
"2133",198,1393,7
"1534",61,1342,2
"531",91,1428,1
"1037",1098,1351,2
"662",915,1906,1
"2904",1205,1931,0
"889",413,1350,2
"1776",733,1388,2
"3581",352,1653,0
"3169",932,1419,0
"3160",757,1447,0
"1926",198,1434,2
"2105",198,1260,7
"1526",1113,1522,2
"1876",840,1341,2
"255",537,1389,1
"3300",106,1418,0
"2453",1203,2005,0
"2773",399,1367,0
"545",690,1285,1
"1780",918,1285,2
"1029",143,1342,2
"3044",405,1335,0
"1031",304,1475,2
"2645",900,1306,0
"3280",377,1339,0
"5",919,1288,10
"1208",402,1260,2
"3891",954,1531,0
"3138",757,1449,0
"2046",607,1341,2
"3861",957,1847,0
"2920",357,1424,0
"2310",427,1714,5
"3003",217,1557,0
"2128",810,1573,7
"2949",734,1529,0
"525",735,1247,1
"3518",1144,1962,0
"512",716,1389,1
"724",1202,1381,1
"2459",654,1417,0
"1732",239,1248,2
"4066",233,1385,4
"2363",265,1321,0
"3942",208,1566,0
"1855",84,1305,2
"2084",659,1350,7
"524",690,1350,1
"694",580,1370,1
"1078",1176,1267,2
"1824",837,1345,2
"748",558,1381,1
"984",1138,1739,2
"2876",624,1605,0
"1500",481,1390,2
"919",501,1349,2
"2086",370,1260,7
"39",651,1370,10
"1805",1208,1259,2
"13",1101,1381,10
"134",415,1384,1
"682",712,1283,1
"3030",1205,2032,0
"2167",148,1284,7
"2030",125,1388,2
"488",310,1349,1
"839",1167,1393,2
"3241",60,1383,0
"3232",754,1550,0
"3528",492,1701,0
"854",1113,1410,2
"2387",585,1410,0
"2800",496,1626,0
"2276",936,1423,11
"1587",918,1341,2
"2290",93,1430,11
"25",1068,1304,10
"3752",885,1425,0
"2270",1218,1388,11
"1509",733,1336,2
"95",173,1384,1
"4018",926,1379,13
"2525",205,1563,0
"2561",1041,1533,0
"2843",1076,1532,0
"1637",913,1306,2
"2256",118,1414,11
"2216",170,1278,7
"3489",1033,1526,0
"4051",306,1626,4
"462",962,1351,1
"2357",650,1356,0
"1089",362,1656,2
"1474",427,1524,2
"3662",1203,2010,0
"3616",25,1310,0
"4027",531,1756,6
"1717",1177,1295,2
"814",31,1260,2
"3883",1203,2018,0
"575",474,1242,1
"1658",192,1555,2
"104",360,1342,1
"381",12,1253,1
"1197",1116,1549,2
"1756",61,1390,2
"316",1079,1291,1
"250",1170,1765,1
"3180",696,1703,0
"2624",680,1240,0
